timestamp,level,spot_id,free_spots_on_floor,cars_entered_last_15,is_peak_hour,is_weekend,spot_distance_entrance,prob_occupied_per_min,estimated_time_avail_min,estimated_time_label
6/1/2025 10:00,L2,L2-H,5,10,0,0,3.5,0.322,5,<5 mins
6/1/2025 10:00,L2,L2-I,5,10,0,0,3.7,0.253,6,<6 mins
6/1/2025 10:00,L2,L2-J,5,10,0,0,3.9,0.268,4,<4 mins
6/1/2025 10:00,L2,L2-K,5,10,0,0,4.1,0.275,6,<6 mins
6/1/2025 10:00,L2,L2-L,5,10,0,0,1,0.475,2,<2 mins
6/1/2025 10:00,L2,L2-M,5,10,0,0,1,0.45,4,<4 mins
6/1/2025 10:00,L2,L2-N,5,10,0,0,4.8,0.239,5,<5 mins
6/1/2025 10:00,L1,L1-A,3,10,0,0,2,0.382,2,<2 mins
6/1/2025 10:00,L1,L1-B,3,10,0,0,1,0.483,5,<5 mins
6/1/2025 10:00,L1,L1-C,3,10,0,0,1,0.465,4,<4 mins
6/1/2025 10:00,L1,L1-D,3,10,0,0,2.8,0.361,3,<3 mins
6/1/2025 10:00,L1,L1-E,3,10,0,0,3.1,0.343,6,<6 mins
6/1/2025 10:00,L1,L1-F,3,10,0,0,3.4,0.316,6,<6 mins
6/1/2025 10:00,L1,L1-G,3,10,0,0,3.6,0.252,7,<7 mins
6/1/2025 10:00,L1,L1-H,3,10,0,0,1,0.468,3,<3 mins
6/1/2025 10:00,L1,L1-I,3,10,0,0,1,0.469,1,<1 mins
6/1/2025 10:00,L1,L1-J,3,10,0,0,1,0.462,3,<3 mins
6/1/2025 10:00,L1,L1-K,3,10,0,0,4.7,0.265,5,<5 mins
6/1/2025 10:00,GF,GF-A,4,10,0,0,2,0.404,5,<5 mins
6/1/2025 10:00,GF,GF-B,4,10,0,0,1,0.483,2,<2 mins
6/1/2025 10:00,GF,GF-C,4,10,0,0,1,0.487,3,<3 mins
6/1/2025 10:00,GF,GF-D,4,10,0,0,3.8,0.321,4,<4 mins
6/1/2025 10:00,GF,GF-E,4,10,0,0,4.4,0.258,5,<5 mins
6/1/2025 10:00,GF,GF-G,4,10,0,0,3.2,0.346,5,<5 mins
6/1/2025 10:00,GF,GF-H,4,10,0,0,1,0.47,4,<4 mins
6/1/2025 10:00,GF,GF-I,4,10,0,0,1,0.486,4,<4 mins
6/1/2025 10:00,GF,GF-J,4,10,0,0,1,0.496,2,<2 mins
6/1/2025 10:00,GF,GF-K,4,10,0,0,4.2,0.264,7,<7 mins
6/1/2025 10:00,LG,LG-A,7,10,0,0,2,0.38,4,<4 mins
6/1/2025 10:00,LG,LG-B,7,10,0,0,2.2,0.362,4,<4 mins
6/1/2025 10:00,LG,LG-C,7,10,0,0,2.5,0.315,4,<4 mins
6/1/2025 10:00,LG,LG-D,7,10,0,0,1,0.43,2,<2 mins
6/1/2025 10:00,LG,LG-E,7,10,0,0,1,0.433,4,<4 mins
6/1/2025 10:00,LG,LG-F,7,10,0,0,3.2,0.337,4,<4 mins
6/1/2025 10:00,LG,LG-G,7,10,0,0,3.4,0.292,5,<5 mins
6/1/2025 10:00,LG,LG-H,7,10,0,0,1,0.398,3,<3 mins
6/1/2025 10:00,LG,LG-I,7,10,0,0,1,0.438,6,<6 mins
6/1/2025 10:00,LG,LG-J,7,10,0,0,4.1,0.239,6,<6 mins
6/1/2025 10:00,LG,LG-K,7,10,0,0,4.3,0.23,5,<5 mins
6/1/2025 10:00,LG,LG-L,7,10,0,0,4.5,0.241,7,<7 mins
6/1/2025 10:00,LG,LG-M,7,10,0,0,4.8,0.215,5,<5 mins
6/1/2025 10:05,L3,L3-A,9,11,0,0,2,0.373,6,<6 mins
6/1/2025 10:05,L3,L3-B,9,11,0,0,2.2,0.329,4,<4 mins
6/1/2025 10:05,L3,L3-C,9,11,0,0,2.4,0.338,4,<4 mins
6/1/2025 10:05,L3,L3-D,9,11,0,0,2.6,0.292,5,<5 mins
6/1/2025 10:05,L3,L3-E,9,11,0,0,1,0.402,4,<4 mins
6/1/2025 10:05,L3,L3-F,9,11,0,0,1,0.405,5,<5 mins
6/1/2025 10:05,L3,L3-G,9,11,0,0,3.2,0.27,5,<5 mins
6/1/2025 10:05,L3,L3-H,9,11,0,0,3.4,0.29,3,<3 mins
6/1/2025 10:05,L3,L3-I,9,11,0,0,3.6,0.265,7,<7 mins
6/1/2025 10:05,L3,L3-J,9,11,0,0,3.8,0.216,7,<7 mins
6/1/2025 10:05,L3,L3-K,9,11,0,0,4,0.241,7,<7 mins
6/1/2025 10:05,L3,L3-L,9,11,0,0,1,0.399,2,<2 mins
6/1/2025 10:05,L3,L3-M,9,11,0,0,1,0.434,4,<4 mins
6/1/2025 10:05,L3,L3-N,9,11,0,0,4.6,0.203,7,<7 mins
6/1/2025 10:05,L3,L3-O,9,11,0,0,4.8,0.172,8,<8 mins
6/1/2025 10:05,L2,L2-A,4,11,0,0,2,0.387,6,<6 mins
6/1/2025 10:05,L2,L2-B,4,11,0,0,2.2,0.398,2,<2 mins
6/1/2025 10:05,L2,L2-C,4,11,0,0,2.4,0.389,2,<2 mins
6/1/2025 10:05,L2,L2-D,4,11,0,0,1,0.479,4,<4 mins
6/1/2025 10:05,L2,L2-E,4,11,0,0,1,0.447,4,<4 mins
6/1/2025 10:05,L2,L2-F,4,11,0,0,3.1,0.34,5,<5 mins
6/1/2025 10:05,L2,L2-G,4,11,0,0,3.3,0.358,4,<4 mins
6/1/2025 10:05,L2,L2-H,4,11,0,0,3.5,0.292,4,<4 mins
6/1/2025 10:05,L2,L2-I,4,11,0,0,3.7,0.278,5,<5 mins
6/1/2025 10:05,L2,L2-J,4,11,0,0,3.9,0.289,5,<5 mins
6/1/2025 10:05,L2,L2-K,4,11,0,0,4.1,0.286,5,<5 mins
6/1/2025 10:05,L2,L2-L,4,11,0,0,1,0.492,3,<3 mins
6/1/2025 10:05,L2,L2-M,4,11,0,0,1,0.518,3,<3 mins
6/1/2025 10:05,L2,L2-N,4,11,0,0,4.8,0.209,5,<5 mins
6/1/2025 10:05,L1,L1-A,3,11,0,0,2,0.406,4,<4 mins
6/1/2025 10:05,L1,L1-B,3,11,0,0,1,0.483,3,<3 mins
6/1/2025 10:05,L1,L1-C,3,11,0,0,1,0.456,1,<1 mins
6/1/2025 10:05,L1,L1-D,3,11,0,0,2.8,0.352,5,<5 mins
6/1/2025 10:05,L1,L1-E,3,11,0,0,3.1,0.346,3,<3 mins
6/1/2025 10:05,L1,L1-F,3,11,0,0,3.4,0.327,5,<5 mins
6/1/2025 10:05,L1,L1-G,3,11,0,0,3.6,0.293,5,<5 mins
6/1/2025 10:05,L1,L1-H,3,11,0,0,1,0.474,2,<2 mins
6/1/2025 10:05,L1,L1-I,3,11,0,0,1,0.48,4,<4 mins
6/1/2025 10:05,L1,L1-J,3,11,0,0,1,0.495,4,<4 mins
6/1/2025 10:05,L1,L1-K,3,11,0,0,4.7,0.215,5,<5 mins
6/1/2025 10:05,GF,GF-A,2,11,0,0,2,0.431,4,<4 mins
6/1/2025 10:05,GF,GF-B,2,11,0,0,1,0.56,3,<3 mins
6/1/2025 10:05,GF,GF-C,2,11,0,0,1,0.506,4,<4 mins
6/1/2025 10:05,GF,GF-D,2,11,0,0,3.8,0.321,4,<4 mins
6/1/2025 10:05,GF,GF-E,2,11,0,0,4.4,0.286,4,<4 mins
6/1/2025 10:05,GF,GF-G,2,11,0,0,3.2,0.352,5,<5 mins
6/1/2025 10:05,GF,GF-H,2,11,0,0,1,0.541,4,<4 mins
6/1/2025 10:05,GF,GF-I,2,11,0,0,1,0.523,4,<4 mins
6/1/2025 10:05,GF,GF-J,2,11,0,0,1,0.548,4,<4 mins
6/1/2025 10:05,GF,GF-K,2,11,0,0,4.2,0.292,6,<6 mins
6/1/2025 10:05,LG,LG-A,6,11,0,0,2,0.371,4,<4 mins
6/1/2025 10:05,LG,LG-B,6,11,0,0,2.2,0.415,1,<1 mins
6/1/2025 10:05,LG,LG-C,6,11,0,0,2.5,0.363,2,<2 mins
6/1/2025 10:05,LG,LG-D,6,11,0,0,1,0.434,5,<5 mins
6/1/2025 10:05,LG,LG-E,6,11,0,0,1,0.445,2,<2 mins
6/1/2025 10:05,LG,LG-F,6,11,0,0,3.2,0.292,6,<6 mins
6/1/2025 10:05,LG,LG-G,6,11,0,0,3.4,0.279,5,<5 mins
6/1/2025 10:05,LG,LG-H,6,11,0,0,1,0.444,2,<2 mins
6/1/2025 10:05,LG,LG-I,6,11,0,0,1,0.486,4,<4 mins
6/1/2025 10:05,LG,LG-J,6,11,0,0,4.1,0.209,7,<7 mins
6/1/2025 10:05,LG,LG-K,6,11,0,0,4.3,0.224,7,<7 mins
6/1/2025 10:05,LG,LG-L,6,11,0,0,4.5,0.209,7,<7 mins
6/1/2025 10:05,LG,LG-M,6,11,0,0,4.8,0.216,8,<8 mins
6/1/2025 10:10,L3,L3-A,8,8,0,0,2,0.331,3,<3 mins
6/1/2025 10:10,L3,L3-B,8,8,0,0,2.2,0.364,4,<4 mins
6/1/2025 10:10,L3,L3-C,8,8,0,0,2.4,0.291,6,<6 mins
6/1/2025 10:10,L3,L3-D,8,8,0,0,2.6,0.346,5,<5 mins
6/1/2025 10:10,L3,L3-E,8,8,0,0,1,0.373,3,<3 mins
6/1/2025 10:10,L3,L3-F,8,8,0,0,1,0.429,2,<2 mins
6/1/2025 10:10,L3,L3-G,8,8,0,0,3.2,0.275,6,<6 mins
6/1/2025 10:10,L3,L3-H,8,8,0,0,3.4,0.235,6,<6 mins
6/1/2025 10:10,L3,L3-I,8,8,0,0,3.6,0.176,7,<7 mins
6/1/2025 10:10,L3,L3-J,8,8,0,0,3.8,0.223,5,<5 mins
6/1/2025 10:10,L3,L3-K,8,8,0,0,4,0.248,4,<4 mins
6/1/2025 10:10,L3,L3-L,8,8,0,0,1,0.395,4,<4 mins
6/1/2025 10:10,L3,L3-M,8,8,0,0,1,0.432,2,<2 mins
6/1/2025 10:10,L3,L3-N,8,8,0,0,4.6,0.202,7,<7 mins
6/1/2025 10:10,L3,L3-O,8,8,0,0,4.8,0.146,10,<10 mins
6/1/2025 10:10,L2,L2-A,5,8,0,0,2,0.369,4,<4 mins
6/1/2025 10:10,L2,L2-B,5,8,0,0,2.2,0.361,4,<4 mins
6/1/2025 10:10,L2,L2-C,5,8,0,0,2.4,0.369,6,<6 mins
6/1/2025 10:10,L2,L2-D,5,8,0,0,1,0.419,6,<6 mins
6/1/2025 10:10,L2,L2-E,5,8,0,0,1,0.404,3,<3 mins
6/1/2025 10:10,L2,L2-F,5,8,0,0,3.1,0.324,5,<5 mins
6/1/2025 10:10,L2,L2-G,5,8,0,0,3.3,0.287,5,<5 mins
6/1/2025 10:10,L2,L2-H,5,8,0,0,3.5,0.277,4,<4 mins
6/1/2025 10:10,L2,L2-I,5,8,0,0,3.7,0.292,5,<5 mins
6/1/2025 10:10,L2,L2-J,5,8,0,0,3.9,0.248,7,<7 mins
6/1/2025 10:10,L2,L2-K,5,8,0,0,4.1,0.256,6,<6 mins
6/1/2025 10:10,L2,L2-L,5,8,0,0,1,0.456,2,<2 mins
6/1/2025 10:10,L2,L2-M,5,8,0,0,1,0.432,4,<4 mins
6/1/2025 10:10,L2,L2-N,5,8,0,0,4.8,0.218,6,<6 mins
6/1/2025 10:10,L1,L1-A,3,8,0,0,2,0.416,3,<3 mins
6/1/2025 10:10,L1,L1-B,3,8,0,0,1,0.464,3,<3 mins
6/1/2025 10:10,L1,L1-C,3,8,0,0,1,0.449,4,<4 mins
6/1/2025 10:10,L1,L1-D,3,8,0,0,2.8,0.357,5,<5 mins
6/1/2025 10:10,L1,L1-E,3,8,0,0,3.1,0.348,4,<4 mins
6/1/2025 10:10,L1,L1-F,3,8,0,0,3.4,0.317,4,<4 mins
6/1/2025 10:10,L1,L1-G,3,8,0,0,3.6,0.297,5,<5 mins
6/1/2025 10:10,L1,L1-H,3,8,0,0,1,0.455,4,<4 mins
6/1/2025 10:10,L1,L1-I,3,8,0,0,1,0.437,6,<6 mins
6/1/2025 10:10,L1,L1-J,3,8,0,0,1,0.433,2,<2 mins
6/1/2025 10:10,L1,L1-K,3,8,0,0,4.7,0.245,7,<7 mins
6/1/2025 10:10,GF,GF-A,2,8,0,0,2,0.413,3,<3 mins
6/1/2025 10:10,GF,GF-B,2,8,0,0,1,0.445,3,<3 mins
6/1/2025 10:10,GF,GF-C,2,8,0,0,1,0.45,4,<4 mins
6/1/2025 10:10,GF,GF-D,2,8,0,0,3.8,0.285,4,<4 mins
6/1/2025 10:10,GF,GF-E,2,8,0,0,4.4,0.244,6,<6 mins
6/1/2025 10:10,GF,GF-G,2,8,0,0,3.2,0.314,6,<6 mins
6/1/2025 10:10,GF,GF-H,2,8,0,0,1,0.449,5,<5 mins
6/1/2025 10:10,GF,GF-I,2,8,0,0,1,0.448,4,<4 mins
6/1/2025 10:10,GF,GF-J,2,8,0,0,1,0.447,4,<4 mins
6/1/2025 10:10,GF,GF-K,2,8,0,0,4.2,0.261,7,<7 mins
6/1/2025 10:10,LG,LG-A,6,8,0,0,2,0.344,4,<4 mins
6/1/2025 10:10,LG,LG-B,6,8,0,0,2.2,0.353,3,<3 mins
6/1/2025 10:10,LG,LG-C,6,8,0,0,2.5,0.32,5,<5 mins
6/1/2025 10:10,LG,LG-D,6,8,0,0,1,0.394,2,<2 mins
6/1/2025 10:10,LG,LG-E,6,8,0,0,1,0.409,3,<3 mins
6/1/2025 10:10,LG,LG-F,6,8,0,0,3.2,0.292,7,<7 mins
6/1/2025 10:10,LG,LG-G,6,8,0,0,3.4,0.29,5,<5 mins
6/1/2025 10:10,LG,LG-H,6,8,0,0,1,0.423,2,<2 mins
6/1/2025 10:10,LG,LG-I,6,8,0,0,1,0.423,3,<3 mins
6/1/2025 10:10,LG,LG-J,6,8,0,0,4.1,0.236,5,<5 mins
6/1/2025 10:10,LG,LG-K,6,8,0,0,4.3,0.227,8,<8 mins
6/1/2025 10:10,LG,LG-L,6,8,0,0,4.5,0.202,7,<7 mins
6/1/2025 10:10,LG,LG-M,6,8,0,0,4.8,0.2,7,<7 mins
6/1/2025 10:15,L3,L3-A,8,10,0,0,2,0.356,3,<3 mins
6/1/2025 10:15,L3,L3-B,8,10,0,0,2.2,0.342,5,<5 mins
6/1/2025 10:15,L3,L3-C,8,10,0,0,2.4,0.358,5,<5 mins
6/1/2025 10:15,L3,L3-D,8,10,0,0,2.6,0.36,3,<3 mins
6/1/2025 10:15,L3,L3-E,8,10,0,0,1,0.434,3,<3 mins
6/1/2025 10:15,L3,L3-F,8,10,0,0,1,0.46,2,<2 mins
6/1/2025 10:15,L3,L3-G,8,10,0,0,3.2,0.262,5,<5 mins
6/1/2025 10:15,L3,L3-H,8,10,0,0,3.4,0.224,6,<6 mins
6/1/2025 10:15,L3,L3-I,8,10,0,0,3.6,0.239,6,<6 mins
6/1/2025 10:15,L3,L3-J,8,10,0,0,3.8,0.249,8,<8 mins
6/1/2025 10:15,L3,L3-K,8,10,0,0,4,0.248,5,<5 mins
6/1/2025 10:15,L3,L3-L,8,10,0,0,1,0.399,4,<4 mins
6/1/2025 10:15,L3,L3-M,8,10,0,0,1,0.39,6,<6 mins
6/1/2025 10:15,L3,L3-N,8,10,0,0,4.6,0.215,6,<6 mins
6/1/2025 10:15,L3,L3-O,8,10,0,0,4.8,0.145,11,<11 mins
6/1/2025 10:15,L2,L2-A,5,10,0,0,2,0.419,1,<1 mins
6/1/2025 10:15,L2,L2-B,5,10,0,0,2.2,0.37,4,<4 mins
6/1/2025 10:15,L2,L2-C,5,10,0,0,2.4,0.37,3,<3 mins
6/1/2025 10:15,L2,L2-D,5,10,0,0,1,0.469,2,<2 mins
6/1/2025 10:15,L2,L2-E,5,10,0,0,1,0.454,3,<3 mins
6/1/2025 10:15,L2,L2-F,5,10,0,0,3.1,0.336,5,<5 mins
6/1/2025 10:15,L2,L2-G,5,10,0,0,3.3,0.29,3,<3 mins
6/1/2025 10:15,L2,L2-H,5,10,0,0,3.5,0.326,5,<5 mins
6/1/2025 10:15,L2,L2-I,5,10,0,0,3.7,0.273,7,<7 mins
6/1/2025 10:15,L2,L2-J,5,10,0,0,3.9,0.278,6,<6 mins
6/1/2025 10:15,L2,L2-K,5,10,0,0,4.1,0.264,8,<8 mins
6/1/2025 10:15,L2,L2-L,5,10,0,0,1,0.492,3,<3 mins
6/1/2025 10:15,L2,L2-M,5,10,0,0,1,0.476,4,<4 mins
6/1/2025 10:15,L2,L2-N,5,10,0,0,4.8,0.247,5,<5 mins
6/1/2025 10:15,L1,L1-A,3,10,0,0,2,0.425,1,<1 mins
6/1/2025 10:15,L1,L1-B,3,10,0,0,1,0.443,1,<1 mins
6/1/2025 10:15,L1,L1-C,3,10,0,0,1,0.461,4,<4 mins
6/1/2025 10:15,L1,L1-D,3,10,0,0,2.8,0.384,4,<4 mins
6/1/2025 10:15,L1,L1-E,3,10,0,0,3.1,0.368,2,<2 mins
6/1/2025 10:15,L1,L1-F,3,10,0,0,3.4,0.283,5,<5 mins
6/1/2025 10:15,L1,L1-G,3,10,0,0,3.6,0.312,4,<4 mins
6/1/2025 10:15,L1,L1-H,3,10,0,0,1,0.425,3,<3 mins
6/1/2025 10:15,L1,L1-I,3,10,0,0,1,0.441,4,<4 mins
6/1/2025 10:15,L1,L1-J,3,10,0,0,1,0.474,2,<2 mins
6/1/2025 10:15,L1,L1-K,3,10,0,0,4.7,0.225,5,<5 mins
6/1/2025 10:15,GF,GF-A,4,10,0,0,2,0.433,2,<2 mins
6/1/2025 10:15,GF,GF-B,4,10,0,0,1,0.487,2,<2 mins
6/1/2025 10:15,GF,GF-C,4,10,0,0,1,0.461,3,<3 mins
6/1/2025 10:15,GF,GF-D,4,10,0,0,3.8,0.281,4,<4 mins
6/1/2025 10:15,GF,GF-E,4,10,0,0,4.4,0.24,8,<8 mins
6/1/2025 10:15,GF,GF-G,4,10,0,0,3.2,0.315,5,<5 mins
6/1/2025 10:15,GF,GF-H,4,10,0,0,1,0.46,4,<4 mins
6/1/2025 10:15,GF,GF-I,4,10,0,0,1,0.486,4,<4 mins
6/1/2025 10:15,GF,GF-J,4,10,0,0,1,0.496,2,<2 mins
6/1/2025 10:15,GF,GF-K,4,10,0,0,4.2,0.234,8,<8 mins
6/1/2025 10:15,LG,LG-A,6,10,0,0,2,0.36,4,<4 mins
6/1/2025 10:15,LG,LG-B,6,10,0,0,2.2,0.359,4,<4 mins
6/1/2025 10:15,LG,LG-C,6,10,0,0,2.5,0.355,5,<5 mins
6/1/2025 10:15,LG,LG-D,6,10,0,0,1,0.426,3,<3 mins
6/1/2025 10:15,LG,LG-E,6,10,0,0,1,0.431,1,<1 mins
6/1/2025 10:15,LG,LG-F,6,10,0,0,3.2,0.269,7,<7 mins
6/1/2025 10:15,LG,LG-G,6,10,0,0,3.4,0.32,4,<4 mins
6/1/2025 10:15,LG,LG-H,6,10,0,0,1,0.448,3,<3 mins
6/1/2025 10:15,LG,LG-I,6,10,0,0,1,0.498,4,<4 mins
6/1/2025 10:15,LG,LG-J,6,10,0,0,4.1,0.24,5,<5 mins
6/1/2025 10:15,LG,LG-K,6,10,0,0,4.3,0.198,7,<7 mins
6/1/2025 10:15,LG,LG-L,6,10,0,0,4.5,0.203,5,<5 mins
6/1/2025 10:15,LG,LG-M,6,10,0,0,4.8,0.186,6,<6 mins
6/1/2025 10:20,L3,L3-A,7,12,0,0,2,0.367,6,<6 mins
6/1/2025 10:20,L3,L3-B,7,12,0,0,2.2,0.357,3,<3 mins
6/1/2025 10:20,L3,L3-C,7,12,0,0,2.4,0.373,4,<4 mins
6/1/2025 10:20,L3,L3-D,7,12,0,0,2.6,0.309,4,<4 mins
6/1/2025 10:20,L3,L3-E,7,12,0,0,1,0.412,2,<2 mins
6/1/2025 10:20,L3,L3-F,7,12,0,0,1,0.449,5,<5 mins
6/1/2025 10:20,L3,L3-G,7,12,0,0,3.2,0.265,6,<6 mins
6/1/2025 10:20,L3,L3-H,7,12,0,0,3.4,0.267,5,<5 mins
6/1/2025 10:20,L3,L3-I,7,12,0,0,3.6,0.256,4,<4 mins
6/1/2025 10:20,L3,L3-J,7,12,0,0,3.8,0.256,4,<4 mins
6/1/2025 10:20,L3,L3-K,7,12,0,0,4,0.248,6,<6 mins
6/1/2025 10:20,L3,L3-L,7,12,0,0,1,0.425,2,<2 mins
6/1/2025 10:20,L3,L3-M,7,12,0,0,1,0.418,4,<4 mins
6/1/2025 10:20,L3,L3-N,7,12,0,0,4.6,0.215,5,<5 mins
6/1/2025 10:20,L3,L3-O,7,12,0,0,4.8,0.194,8,<8 mins
6/1/2025 10:20,L2,L2-A,6,12,0,0,2,0.418,3,<3 mins
6/1/2025 10:20,L2,L2-B,6,12,0,0,2.2,0.406,3,<3 mins
6/1/2025 10:20,L2,L2-C,6,12,0,0,2.4,0.346,2,<2 mins
6/1/2025 10:20,L2,L2-D,6,12,0,0,1,0.471,3,<3 mins
6/1/2025 10:20,L2,L2-E,6,12,0,0,1,0.452,4,<4 mins
6/1/2025 10:20,L2,L2-F,6,12,0,0,3.1,0.306,4,<4 mins
6/1/2025 10:20,L2,L2-G,6,12,0,0,3.3,0.302,4,<4 mins
6/1/2025 10:20,L2,L2-H,6,12,0,0,3.5,0.315,3,<3 mins
6/1/2025 10:20,L2,L2-I,6,12,0,0,3.7,0.294,6,<6 mins
6/1/2025 10:20,L2,L2-J,6,12,0,0,3.9,0.277,6,<6 mins
6/1/2025 10:20,L2,L2-K,6,12,0,0,4.1,0.254,6,<6 mins
6/1/2025 10:20,L2,L2-L,6,12,0,0,1,0.499,1,<1 mins
6/1/2025 10:20,L2,L2-M,6,12,0,0,1,0.454,4,<4 mins
6/1/2025 10:20,L2,L2-N,6,12,0,0,4.8,0.228,7,<7 mins
6/1/2025 10:20,L1,L1-A,4,12,0,0,2,0.419,3,<3 mins
6/1/2025 10:20,L1,L1-B,4,12,0,0,1,0.503,3,<3 mins
6/1/2025 10:20,L1,L1-C,4,12,0,0,1,0.487,2,<2 mins
6/1/2025 10:20,L1,L1-D,4,12,0,0,2.8,0.358,3,<3 mins
6/1/2025 10:20,L1,L1-E,4,12,0,0,3.1,0.357,3,<3 mins
6/1/2025 10:20,L1,L1-F,4,12,0,0,3.4,0.336,7,<7 mins
6/1/2025 10:20,L1,L1-G,4,12,0,0,3.6,0.335,4,<4 mins
6/1/2025 10:20,L1,L1-H,4,12,0,0,1,0.504,2,<2 mins
6/1/2025 10:20,L1,L1-I,4,12,0,0,1,0.439,2,<2 mins
6/1/2025 10:20,L1,L1-J,4,12,0,0,1,0.443,3,<3 mins
6/1/2025 10:20,L1,L1-K,4,12,0,0,4.7,0.249,8,<8 mins
6/1/2025 10:20,GF,GF-A,2,12,0,0,2,0.423,4,<4 mins
6/1/2025 10:20,GF,GF-B,2,12,0,0,1,0.446,3,<3 mins
6/1/2025 10:20,GF,GF-C,2,12,0,0,1,0.505,1,<1 mins
6/1/2025 10:20,GF,GF-D,2,12,0,0,3.8,0.338,5,<5 mins
6/1/2025 10:20,GF,GF-E,2,12,0,0,4.4,0.269,6,<6 mins
6/1/2025 10:20,GF,GF-G,2,12,0,0,3.2,0.365,6,<6 mins
6/1/2025 10:20,GF,GF-H,2,12,0,0,1,0.473,4,<4 mins
6/1/2025 10:20,GF,GF-I,2,12,0,0,1,0.47,4,<4 mins
6/1/2025 10:20,GF,GF-J,2,12,0,0,1,0.475,3,<3 mins
6/1/2025 10:20,GF,GF-K,2,12,0,0,4.2,0.285,8,<8 mins
6/1/2025 10:20,LG,LG-A,3,12,0,0,2,0.391,4,<4 mins
6/1/2025 10:20,LG,LG-B,3,12,0,0,2.2,0.366,3,<3 mins
6/1/2025 10:20,LG,LG-C,3,12,0,0,2.5,0.373,3,<3 mins
6/1/2025 10:20,LG,LG-D,3,12,0,0,1,0.451,3,<3 mins
6/1/2025 10:20,LG,LG-E,3,12,0,0,1,0.46,3,<3 mins
6/1/2025 10:20,LG,LG-F,3,12,0,0,3.2,0.333,4,<4 mins
6/1/2025 10:20,LG,LG-G,3,12,0,0,3.4,0.295,4,<4 mins
6/1/2025 10:20,LG,LG-H,3,12,0,0,1,0.441,4,<4 mins
6/1/2025 10:20,LG,LG-I,3,12,0,0,1,0.465,2,<2 mins
6/1/2025 10:20,LG,LG-J,3,12,0,0,4.1,0.274,7,<7 mins
6/1/2025 10:20,LG,LG-K,3,12,0,0,4.3,0.252,8,<8 mins
6/1/2025 10:20,LG,LG-L,3,12,0,0,4.5,0.216,5,<5 mins
6/1/2025 10:20,LG,LG-M,3,12,0,0,4.8,0.177,10,<10 mins
6/1/2025 10:25,L3,L3-A,8,10,0,0,2,0.36,3,<3 mins
6/1/2025 10:25,L3,L3-B,8,10,0,0,2.2,0.391,4,<4 mins
6/1/2025 10:25,L3,L3-C,8,10,0,0,2.4,0.331,5,<5 mins
6/1/2025 10:25,L3,L3-D,8,10,0,0,2.6,0.326,5,<5 mins
6/1/2025 10:25,L3,L3-E,8,10,0,0,1,0.401,4,<4 mins
6/1/2025 10:25,L3,L3-F,8,10,0,0,1,0.454,5,<5 mins
6/1/2025 10:25,L3,L3-G,8,10,0,0,3.2,0.311,4,<4 mins
6/1/2025 10:25,L3,L3-H,8,10,0,0,3.4,0.247,6,<6 mins
6/1/2025 10:25,L3,L3-I,8,10,0,0,3.6,0.255,7,<7 mins
6/1/2025 10:25,L3,L3-J,8,10,0,0,3.8,0.208,9,<9 mins
6/1/2025 10:25,L3,L3-K,8,10,0,0,4,0.226,6,<6 mins
6/1/2025 10:25,L3,L3-L,8,10,0,0,1,0.396,2,<2 mins
6/1/2025 10:25,L3,L3-M,8,10,0,0,1,0.433,3,<3 mins
